Frame,Chamfer_Distance,Overlap_Ratio,Delta_Depth,Convergence_Score
36,3.1661269664764404,0.6240559639238711,1.1637886762619019,0.1971038348833317
37,3.222717523574829,0.8447930351273886,1.193628191947937,0.262136773332067
38,3.156148672103882,0.7379386598372955,1.1542165279388428,0.2338097797958318
39,3.2314350605010986,0.8952409149143754,1.145951509475708,0.2770411972117283
40,3.2073678970336914,0.8490754094508315,1.1544102430343628,0.2647264585735965
41,3.136704444885254,0.6595096810047888,1.1424752473831177,0.2102555348575023
42,3.172037363052368,0.8135075360619252,1.1883920431137085,0.2564620735794344
43,3.2248950004577637,0.8903454055228859,1.1743916273117065,0.27608499790272434
44,3.210669755935669,0.7335546925656993,1.187735676765442,0.22847396956214006
45,3.210015058517456,0.9266727821301829,1.2038806676864624,0.28868166552355695
46,3.117331027984619,0.8058884756752214,1.1955029964447021,0.2585186526300937
47,3.088900566101074,0.6471717736322014,1.162297010421753,0.20951518194510985
48,3.240668535232544,0.9750854358325212,1.1774070262908936,0.30089011706729024
49,3.2198073863983154,0.722904496603625,1.161582350730896,0.2245178625092866
50,3.263195753097534,0.9780745011737255,1.1564245223999023,0.2997289391898619
51,3.2249953746795654,0.8345945980348146,1.1825971603393555,0.25878931355938023
52,3.1941583156585693,0.7669894664056276,1.1742470264434814,0.24012248313528164
53,3.1233341693878174,0.6581768399597403,1.2069382667541504,0.21072885369799899
54,3.1355748176574707,0.7168522817982953,1.1793413162231445,0.2286190235813982
55,3.165844678878784,0.6075341373019668,1.14066481590271,0.1919026380076527
56,3.2147231101989746,0.947257565112109,1.1694450378417969,0.2946621646650352
57,3.293761968612671,0.6469746787317147,1.2158077955245972,0.19642417651086155
58,3.2069649696350098,0.8405432383742492,1.2082324028015137,0.262099207267208
59,3.2215769290924072,0.8017757161600583,1.1962112188339233,0.24887671004933193
60,3.3909597396850586,0.7698492853213488,1.131140947341919,0.22702984328649287
61,3.27527117729187,0.9370436587613381,0.987921953201294,0.2860964243698746
